Date,N_ary,Binary_Spoke-expanded,Interactions,True_Binary
2013-05-29,12937,309827,200091,187154
2013-05-30,12939,309841,200103,187164
2013-05-31,12941,309855,200114,187173
2013-06-03,12941,317021,207280,194339
2013-06-04,12949,317055,207300,194351
2013-06-05,12959,317114,207342,194383
2013-06-06,12964,317124,207347,194383
2013-06-07,12975,317151,207363,194388
2013-06-08,12980,317180,207384,194404
2013-06-09,12980,317200,207404,194424
2013-06-10,12980,317206,207410,194430
2013-06-11,12988,317241,207432,194444
2013-06-12,12989,317265,207450,194461
2013-06-13,12994,317295,207475,194481
2013-06-14,12999,317329,207504,194505
2013-06-17,13000,317356,207530,194530
2013-06-18,13011,317430,207572,194561
2013-06-19,13011,317431,207573,194562
2013-06-20,13015,317453,207588,194573
2013-06-25,13021,317487,207610,194589
2013-06-26,13035,317548,207648,194613
2013-06-27,13042,317862,207953,194911
2013-06-28,13047,317967,207972,194925
2013-06-29,13047,317976,207981,194934
2013-07-01,13053,318055,208024,194971
2013-07-02,13068,318237,208051,194983
2013-07-03,13070,318245,208057,194987
2013-07-04,13070,318271,208083,195013
2013-07-05,13081,318332,208113,195032
2013-07-08,13082,318348,208127,195045
2013-07-09,13082,318358,208137,195055
2013-07-10,13082,318557,208336,195254
2013-07-11,13082,318613,208392,195310
2013-07-12,13082,318620,208399,195317
2013-07-15,13084,318646,208412,195328
2013-07-16,13085,318663,208428,195343
2013-07-17,13085,318694,208459,195374
2013-07-18,13085,318707,208472,195387
2013-07-19,13091,318800,208543,195452
2013-07-22,13091,318820,208563,195472
2013-07-23,13100,318870,208598,195498
2013-07-24,13150,319103,208695,195545
2013-07-25,13152,319112,208701,195549
2013-07-26,13155,319135,208721,195566
2013-07-29,13161,319242,208752,195591
2013-07-30,13161,319256,208766,195605
2013-07-31,13207,319828,208874,195667
2013-08-02,13207,319841,208887,195680
2013-08-04,13209,319857,208900,195691
2013-08-05,13221,320357,208991,195770
2013-08-06,13227,320448,209070,195843
2013-08-07,13232,320469,209085,195853
2013-08-08,13235,320506,209092,195857
2013-08-09,13235,320532,209118,195883
2013-08-12,13249,320604,209174,195925
2013-08-13,13249,320619,209189,195940
2013-08-14,13250,320760,209329,196079
2013-08-15,13256,320837,209398,196142
2013-08-16,13256,320847,209408,196152
2013-08-18,13256,320852,209413,196157
2013-08-19,13262,320881,209436,196174
2013-08-20,13269,320945,209459,196190
2013-08-21,13563,340598,228210,214647
2013-08-22,15256,395622,273665,258409
2013-08-23,15260,395649,273688,258428
2013-08-26,15261,395654,273692,258431
2013-08-27,15269,395695,273716,258447
2013-08-28,15269,395723,273744,258475
2013-08-29,15273,395762,273777,258504
2013-08-30,15280,395790,273795,258515
2013-08-31,15280,395792,273797,258517
2013-09-02,15290,395880,273869,258579
2013-09-03,15299,395920,273898,258599
2013-09-04,15302,395932,273905,258603
2013-09-05,15302,395946,273919,258617
2013-09-06,15302,395958,273931,258629
2013-09-07,15302,395962,273935,258633
2013-09-09,15309,396021,273971,258662
2013-09-10,15314,396124,274062,258748
2013-09-11,15318,396253,274108,258790
2013-09-12,15330,396449,274148,258818
2013-09-13,15330,396494,274193,258863
2013-09-16,15343,396616,274250,258907
2013-09-17,15347,396683,274300,258953
2013-09-18,15352,396799,274397,259045
2013-09-19,15353,396831,274428,259075
2013-09-20,15356,396900,274494,259138
2013-09-23,15363,396984,274569,259206
2013-09-24,15382,397418,274626,259244
2013-09-25,15386,397456,274653,259267
2013-09-26,15390,397488,274681,259291
2013-09-27,15397,397541,274719,259322
2013-09-30,15400,397563,274737,259337
2013-10-01,15401,397576,274749,259348
2013-10-02,15423,397789,274811,259388
2013-10-03,15429,397839,274836,259407
2013-10-04,15433,397889,274876,259443
2013-10-05,15434,397898,274884,259450
2013-10-06,15434,397900,274886,259452
2013-10-07,15449,398053,274923,259474
2013-10-08,15451,398835,274940,259489
2013-10-09,15462,398890,274979,259517
2013-10-10,15467,398914,274998,259531
2013-10-11,15483,399006,275029,259546
2013-10-14,15492,399049,275063,259571
2013-10-15,15501,399091,275096,259595
2013-10-16,15572,400125,275169,259597
2013-10-17,15576,400199,275195,259619
2013-10-18,15576,400239,275235,259659
2013-10-20,15577,400244,275239,259662
2013-10-21,15580,400301,275292,259712
2013-10-22,15606,400441,275361,259755
2013-10-23,15608,400480,275397,259789
2013-10-24,15620,400688,275454,259834
2013-10-25,15621,400921,275686,260065
2013-10-28,15686,402362,275789,260103
2013-10-29,15698,402416,275824,260126
2013-10-30,15702,402461,275864,260162
2013-10-31,15706,402509,275901,260195
2013-11-01,15709,402577,275966,260257
2013-11-03,15709,402583,275972,260263
2013-11-04,15713,402623,276008,260295
2013-11-05,15732,402787,276050,260318
2013-11-06,15743,402855,276104,260361
2013-11-07,15746,402872,276116,260370
2013-11-08,15757,402967,276186,260429
2013-11-11,15760,403003,276219,260459
2013-11-12,15764,403034,276245,260481
2013-11-13,15764,403050,276261,260497
2013-11-14,15765,403070,276280,260515
2013-11-15,15768,403103,276310,260542
2013-11-18,15787,403281,276361,260574
2013-11-19,15800,403360,276397,260597
2013-11-20,15803,403385,276418,260615
2013-11-21,15817,403448,276457,260640
2013-11-22,15823,403496,276498,260675
2013-11-24,15823,403502,276504,260681
2013-11-25,15826,403546,276543,260717
2013-11-26,15859,403725,276607,260748
2013-11-27,15870,404422,277260,261390
2013-11-28,15878,404542,277344,261466
2013-11-29,15879,404572,277371,261492
2013-12-02,15886,404621,277412,261526
2013-12-03,15894,404663,277445,261551
2013-12-04,15901,404705,277480,261579
2013-12-05,15902,404731,277504,261602
2013-12-06,15903,404820,277519,261616
2013-12-09,15908,404887,277558,261650
2013-12-10,15916,405017,277602,261686
2013-12-11,15921,405071,277633,261712
2013-12-12,15925,405117,277662,261737
2013-12-16,15928,405171,277692,261764
2013-12-17,15931,405473,277991,262060
2013-12-18,15943,406275,278621,262678
2013-12-19,15955,406339,278663,262708
2013-12-20,15964,406395,278710,262746
2013-12-23,15964,406396,278711,262747
2013-12-24,15964,406403,278718,262754
2014-01-02,15964,406410,278725,262761
2014-01-06,15964,406412,278727,262763
2014-01-07,15983,406591,278863,262880
2014-01-08,16020,406698,278917,262897
2014-01-09,16026,406979,279189,263163
2014-01-10,16033,407017,279220,263187
2014-01-11,16033,407025,279228,263195
2014-01-12,16036,407116,279316,263280
2014-01-13,16038,407161,279359,263321
2014-01-14,16041,407202,279397,263356
2014-01-15,16054,407276,279422,263368
2014-01-16,16068,407362,279482,263414
2014-01-17,16072,407394,279508,263436
2014-01-20,16072,407651,279765,263693
2014-01-21,16076,407698,279807,263731
2014-01-22,16083,407730,279832,263749
2014-01-23,16096,407797,279867,263771
2014-01-24,16100,407823,279889,263789
2014-01-25,16100,407824,279890,263790
2014-01-26,16100,407833,279899,263799
2014-01-27,16103,407882,279937,263834
2014-01-28,16117,408005,280044,263927
2014-01-29,16126,408061,280079,263953
2014-01-30,16129,408111,280121,263992
2014-01-31,16149,408198,280174,264025
2014-02-03,16151,408241,280215,264064
2014-02-04,16154,408302,280271,264117
2014-02-05,16161,408347,280303,264142
2014-02-06,16175,408451,280381,264206
2014-02-07,16176,408460,280389,264213
2014-02-08,16177,408466,280394,264217
2014-02-10,16192,409065,280493,264301
2014-02-11,16194,411645,283067,266873
2014-02-12,16222,411825,283138,266916
2014-02-13,16224,411837,283143,266919
2014-02-14,16226,411846,283148,266922
2014-02-17,16246,411928,283207,266961
2014-02-18,16251,411959,283232,266981
2014-02-19,16253,411990,283260,267007
2014-02-20,16255,412013,283279,267024
2014-02-21,16265,412088,283318,267053
2014-02-24,16267,412128,283355,267088
2014-02-25,16268,412193,283419,267151
2014-02-26,16294,412302,283478,267184
2014-02-27,16302,412340,283503,267201
2014-02-28,16306,412372,283531,267225
2014-03-02,16307,412381,283539,267232
2014-03-03,16312,412452,283563,267251
2014-03-04,16313,412462,283572,267259
2014-03-05,16321,412504,283604,267283
2014-03-06,16325,412532,283628,267303
2014-03-07,16329,412552,283644,267315
2014-03-10,16330,412597,283688,267358
2014-03-11,16330,412626,283717,267387
2014-03-12,16336,412665,283750,267414
2014-03-14,16336,412666,283751,267415
2014-03-17,16337,412680,283764,267427
2014-03-18,16340,412714,283795,267455
2014-03-19,16340,412723,283804,267464
2014-03-20,16350,412760,283828,267478
2014-03-22,16351,412775,283839,267488
2014-03-24,16356,412807,283864,267508
2014-03-25,16357,412822,283878,267521
2014-03-26,16360,412959,284012,267652
2014-03-27,16367,414487,285533,269166
2014-03-28,16368,414502,285547,269179
2014-03-31,16390,414720,285593,269203
2014-04-01,16394,414756,285618,269224
2014-04-02,16396,414822,285675,269279
2014-04-03,16403,414894,285727,269324
2014-04-04,16567,415315,285960,269393
2014-04-05,16577,415379,285986,269409
2014-04-06,16577,415386,285993,269416
2014-04-08,16578,415410,286016,269438
2014-04-09,16578,415422,286028,269450
2014-04-10,16579,417016,287621,271042
2014-04-11,16579,417021,287626,271047
2014-04-13,16580,417027,287631,271051
2014-04-14,16580,417044,287648,271068
2014-04-15,16581,417046,287649,271068
2014-04-17,16628,417549,287704,271076
2014-04-18,16634,417567,287716,271082
2014-04-22,16634,417571,287720,271086
2014-04-23,16645,417635,287754,271109
2014-04-24,16650,418830,288942,272292
2014-04-25,16650,418846,288958,272308
2014-04-28,16667,419073,289020,272353
2014-04-29,16673,419131,289069,272396
2014-04-30,16681,419202,289111,272430
2014-05-01,16684,419402,289150,272466
2014-05-02,16684,419418,289166,272482
2014-05-03,16684,419421,289169,272485
2014-05-05,16687,419451,289189,272502
2014-05-06,16698,419509,289230,272532
2014-05-07,16704,419536,289249,272545
2014-05-08,16708,419596,289300,272592
2014-05-09,16714,419623,289319,272605
2014-05-10,16714,419625,289321,272607
2014-05-12,16731,419807,289371,272640
2014-05-13,16743,419969,289521,272778
2014-05-14,16746,420004,289553,272807
2014-05-15,16746,420024,289573,272827
2014-05-16,16748,420036,289583,272835
2014-05-19,16750,420077,289605,272855
2014-05-20,16750,420088,289616,272866
2014-05-21,16751,420102,289629,272878
2014-05-22,16751,420114,289641,272890
2014-05-23,16752,420123,289649,272897
2014-05-26,16753,420148,289673,272920
2014-05-27,16753,420171,289696,272943
2014-05-28,16754,420196,289720,272966
2014-05-29,16757,420209,289730,272973
2014-05-30,16757,420222,289743,272986
2014-06-02,16757,420226,289747,272990
2014-06-03,16757,420237,289758,273001
2014-06-04,16758,420294,289814,273056
2014-06-05,16761,420360,289877,273116
2014-06-06,16764,420398,289911,273147
2014-06-08,16764,420425,289938,273174
2014-06-09,16769,420511,289963,273194
2014-06-10,16774,420535,289982,273208
2014-06-11,16781,420556,289996,273215
2014-06-12,16786,420589,290020,273234
2014-06-13,16788,420613,290041,273253
2014-06-14,16788,420616,290044,273256
2014-06-16,16793,420690,290067,273274
2014-06-17,16799,420736,290104,273305
2014-06-18,16802,420781,290135,273333
2014-06-19,16805,420807,290158,273353
2014-06-20,16805,420814,290165,273360
2014-06-23,16811,420933,290219,273408
2014-06-24,16814,420984,290257,273443
2014-06-25,16818,421202,290279,273461
2014-06-26,16819,421212,290288,273469
2014-06-27,16819,421221,290297,273478
2014-06-30,16820,421232,290307,273487
2014-07-01,16823,421256,290324,273501
2014-07-02,16823,421259,290327,273504
2014-07-03,16824,421295,290362,273538
2014-07-04,16827,421340,290403,273576
2014-07-07,16845,421468,290431,273586
2014-07-08,16850,421509,290462,273612
2014-07-09,16856,421542,290478,273622
2014-07-10,16856,422567,291503,274647
2014-07-11,16856,422568,291504,274648
2014-07-14,16858,422585,291519,274661
2014-07-15,16866,422851,291654,274788
2014-07-16,16870,422897,291696,274826
2014-07-17,16870,422951,291750,274880
2014-07-18,16874,422976,291771,274897
2014-07-21,16874,423355,292150,275276
2014-07-23,16875,423519,292313,275438
2014-07-24,16879,423543,292333,275454
2014-07-25,16879,423558,292348,275469
2014-07-28,16880,423601,292390,275510
2014-07-29,16882,423618,292405,275523
2014-07-30,16885,423635,292419,275534
2014-07-31,16891,423674,292445,275554
2014-08-01,16896,423692,292452,275556
2014-08-04,16898,423714,292472,275574
2014-08-05,16901,423744,292499,275598
2014-08-06,16902,423776,292527,275625
2014-08-07,16902,423785,292536,275634
2014-08-08,16904,423803,292552,275648
2014-08-11,16905,423816,292562,275657
2014-08-12,16906,423884,292629,275723
2014-08-13,16912,423922,292658,275746
2014-08-14,16912,424069,292805,275893
2014-08-15,16912,424072,292808,275896
2014-08-18,16912,424096,292832,275920
2014-08-19,16916,424121,292852,275936
2014-08-20,16919,424165,292875,275956
2014-08-21,16927,424219,292901,275974
2014-08-22,16927,424221,292903,275976
2014-08-25,16927,424223,292905,275978
2014-08-26,16927,424240,292922,275995
2014-08-27,16931,424386,293005,276074
2014-08-28,16931,424403,293022,276091
2014-08-29,16932,424449,293067,276135
2014-09-01,16932,424472,293090,276158
2014-09-02,16932,424496,293114,276182
2014-09-03,16938,424512,293123,276185
2014-09-04,16946,424551,293134,276188
2014-09-05,16947,424560,293142,276195
2014-09-08,16951,424590,293156,276205
2014-09-09,16951,424602,293168,276217
2014-09-10,16953,424622,293182,276229
2014-09-11,16954,424651,293193,276239
2014-09-12,16954,424667,293209,276255
2014-09-15,16955,424672,293213,276258
2014-09-16,16968,424745,293254,276286
2014-09-17,16975,424802,293280,276305
2014-09-18,16995,425088,293349,276354
2014-09-19,16999,425119,293376,276377
2014-09-22,17000,425134,293389,276389
2014-09-23,17011,425171,293411,276400
2014-09-24,17016,425203,293437,276421
2014-09-25,17016,425239,293473,276457
2014-09-26,17018,425259,293488,276470
2014-09-29,17020,425269,293496,276476
2014-09-30,17020,425285,293512,276492
2014-10-01,17022,425304,293529,276507
2014-10-02,17036,425425,293560,276524
2014-10-03,17041,425452,293581,276540
2014-10-06,17042,425476,293604,276562
2014-10-07,17043,425498,293625,276582
2014-10-08,17043,425515,293642,276599
2014-10-09,17045,425812,293935,276890
2014-10-10,17051,425862,293975,276924
2014-10-13,17059,425927,294024,276965
2014-10-14,17062,425957,294041,276979
2014-10-15,17103,426151,294136,277033
2014-10-16,17104,426171,294155,277051
2014-10-17,17107,426183,294164,277057
2014-10-19,17107,426187,294168,277061
2014-10-20,17107,426198,294179,277072
2014-10-21,17112,426226,294201,277089
2014-10-22,17113,426254,294228,277115
2014-10-23,17140,426340,294283,277143
2014-10-24,17142,426373,294313,277171
2014-10-25,17142,426375,294315,277173
2014-10-26,17142,426397,294337,277195
2014-10-27,17146,426421,294356,277210
2014-10-28,17148,426434,294367,277219
2014-10-29,17148,426455,294388,277240
2014-10-30,17155,426487,294407,277252
2014-10-31,17155,426496,294416,277261
2014-11-03,17156,426533,294452,277296
2014-11-04,17541,441331,294864,277323
2014-11-05,17667,441798,295005,277338
2014-11-06,17672,441821,295023,277351
2014-11-07,17672,441836,295038,277366
2014-11-10,17672,441842,295044,277372
2014-11-11,17672,441856,295058,277386
2014-11-12,17672,441863,295065,277393
2014-11-13,17674,441882,295082,277408
2014-11-14,17682,442077,295119,277437
2014-11-17,17703,442436,295158,277455
2014-11-18,17710,442579,295191,277481
2014-11-19,17714,442606,295214,277500
2014-11-20,17728,442693,295253,277525
2014-11-21,17742,442925,295449,277707
2014-11-24,17743,442941,295463,277720
2014-11-25,17746,443082,295475,277729
2014-11-26,17749,443579,295498,277749
2014-11-27,17749,443636,295555,277806
2014-11-28,17750,443641,295559,277809
2014-11-30,17752,443653,295569,277817
2014-12-01,17752,443681,295597,277845
2014-12-02,17757,443745,295614,277857
2014-12-03,17766,443798,295642,277876
2014-12-04,17774,444549,295657,277883
2014-12-05,17808,444725,295717,277909
2014-12-08,17808,444729,295721,277913
2014-12-09,17823,444771,295748,277925
2014-12-10,17839,444950,295909,278070
2014-12-11,17849,444990,295939,278090
2014-12-12,17856,445013,295948,278092
2014-12-13,17856,445018,295953,278097
2014-12-15,17861,445062,295990,278129
2014-12-16,17871,445158,296026,278155
2014-12-17,17871,445193,296061,278190
2014-12-18,17894,445347,296145,278251
2014-12-19,17902,445388,296178,278276
2014-12-21,17902,445390,296180,278278
2014-12-22,17902,445401,296191,278289
2014-12-23,17908,445553,296216,278308
2014-12-29,17908,445567,296230,278322
2014-12-30,17908,445589,296252,278344
2014-12-31,17908,445592,296255,278347
2015-01-02,17908,445596,296259,278351
2015-01-03,17910,445610,296271,278361
2015-01-05,17910,445629,296290,278380
2015-01-06,17914,445651,296308,278394
2015-01-07,17916,445697,296351,278435
2015-01-08,17916,445712,296366,278450
2015-01-09,17916,445720,296374,278458
2015-01-10,17916,445722,296376,278460
2015-01-12,17940,445799,296421,278481
2015-01-13,17940,445808,296430,278490
2015-01-14,17945,445848,296465,278520
2015-01-15,17945,445849,296466,278521
2015-01-16,18067,446536,296917,278850
2015-01-18,18067,446540,296921,278854
2015-01-19,18149,447011,297242,279093
2015-01-20,18152,447045,297271,279119
2015-01-21,18159,447067,297286,279127
2015-01-22,18163,447140,297328,279165
2015-01-23,18169,447170,297350,279181
2015-01-26,18175,447213,297387,279212
2015-01-27,18176,447230,297403,279227
2015-01-28,18178,447248,297411,279233
2015-01-29,18189,447313,297442,279253
2015-01-30,18192,447329,297455,279263
2015-02-02,18302,447658,297597,279295
2015-02-03,18340,448090,297649,279309
2015-02-04,18384,448332,297733,279349
2015-02-05,18397,448414,297779,279382
2015-02-06,18413,448510,297853,279440
2015-02-07,18413,448511,297854,279441
2015-02-09,18414,448535,297877,279463
2015-02-10,18414,448607,297949,279535
2015-02-11,18415,448625,297966,279551
2015-02-12,18415,448651,297992,279577
2015-02-13,18415,459167,308508,290093
2015-02-14,18415,492164,341505,323090
2015-02-16,18421,492214,341549,323128
2015-02-17,18430,492265,341587,323157
2015-02-18,18436,492318,341633,323197
2015-02-19,18439,492347,341659,323220
2015-02-20,18442,492378,341686,323244
2015-02-23,18442,492411,341719,323277
2015-02-24,18445,492428,341733,323288
2015-02-25,18445,492438,341743,323298
2015-02-26,18446,492443,341747,323301
2015-02-27,18451,492470,341768,323317
2015-03-02,18452,492476,341773,323321
2015-03-03,18453,492503,341780,323327
2015-03-04,18453,492512,341789,323336
2015-03-05,18453,492521,341798,323345
2015-03-06,18455,492532,341806,323351
2015-03-08,18465,492566,341816,323351
2015-03-09,18467,492575,341821,323354
2015-03-10,18478,492610,341843,323365
2015-03-11,18478,492617,341850,323372
2015-03-12,18483,492644,341869,323386
2015-03-13,18484,492681,341905,323421
2015-03-16,18484,492705,341929,323445
2015-03-17,18489,493785,343004,324515
2015-03-18,18491,494302,343519,325028
2015-03-19,18492,494322,343532,325040
2015-03-20,18492,494323,343533,325041
2015-03-22,18492,494326,343536,325044
2015-03-23,18493,494341,343548,325055
2015-03-24,18501,494481,343568,325067
2015-03-25,18503,494589,343577,325074
2015-03-26,18503,494595,343583,325080
2015-03-27,18504,494615,343600,325096
2015-03-29,18505,494619,343603,325098
2015-03-30,18507,494655,343636,325129
2015-03-31,18510,494684,343662,325152
2015-04-01,18516,494792,343678,325162
2015-04-02,18517,494815,343700,325183
2015-04-07,18531,495136,343731,325200
2015-04-08,18532,495149,343743,325211
2015-04-09,18536,495182,343770,325234
2015-04-10,18537,495194,343781,325244
2015-04-11,18545,495251,343793,325248
2015-04-13,18546,495263,343804,325258
2015-04-15,18551,495308,343815,325264
2015-04-16,18563,495355,343832,325269
2015-04-17,18566,495369,343841,325275
2015-04-19,18566,495375,343847,325281
2015-04-20,18567,495407,343854,325287
2015-04-21,18567,495410,343857,325290
2015-04-22,18567,495420,343867,325300
2015-04-23,18571,495471,343876,325305
2015-04-24,18571,495476,343881,325310
2015-04-26,18572,495479,343883,325311
2015-04-27,18575,495525,343919,325344
2015-04-28,18577,495983,343954,325377
2015-04-29,18578,496017,343987,325409
2015-04-30,18580,496027,343995,325415
2015-05-04,18581,496037,344004,325423
2015-05-05,18587,496059,344016,325429
2015-05-06,18596,496100,344039,325443
2015-05-07,18602,496127,344057,325455
2015-05-08,18607,496168,344093,325486
2015-05-10,18607,496170,344095,325488
2015-05-11,18615,496218,344124,325509
2015-05-12,18617,496248,344150,325533
2015-05-13,18617,496255,344157,325540
2015-05-14,18617,496281,344183,325566
2015-05-15,18618,496313,344214,325596
2015-05-18,18620,496335,344234,325614
2015-05-19,18625,496375,344260,325635
2015-05-20,18628,496397,344277,325649
2015-05-21,18629,496414,344288,325659
2015-05-22,18635,496434,344301,325666
2015-05-25,18637,496464,344324,325687
2015-05-26,18637,496467,344327,325690
2015-05-27,18640,496479,344336,325696
2015-05-28,18648,496523,344363,325715
2015-05-29,18652,496548,344375,325723
2015-06-01,18652,496572,344399,325747
2015-06-02,18656,496587,344409,325753
2015-06-03,18675,496677,344474,325799
2015-06-04,18690,496724,344501,325811
2015-06-05,18695,496883,344655,325960
2015-06-06,18695,496892,344664,325969
2015-06-08,18695,496893,344665,325970
2015-06-09,18695,496895,344667,325972
2015-06-11,18708,496989,344685,325977
2015-06-12,18711,497013,344702,325991
2015-06-15,18715,497046,344730,326015
2015-06-16,18718,497066,344744,326026
2015-06-17,18719,497154,344829,326110
2015-06-18,18733,497312,344910,326177
2015-06-19,18734,497445,345039,326305
2015-06-22,18739,497527,345092,326353
2015-06-23,18763,497626,345124,326361
2015-06-24,18763,497627,345125,326362
2015-06-25,18774,497670,345149,326375
2015-06-26,18775,497680,345157,326382
2015-06-27,18775,497683,345160,326385
2015-06-28,18777,497690,345162,326385
2015-06-29,18778,497702,345163,326385
2015-06-30,18786,497727,345173,326387
2015-07-01,18789,497736,345178,326389
2015-07-02,18793,497763,345201,326408
2015-07-03,18794,497769,345206,326412
2015-07-06,18798,497850,345232,326434
2015-07-07,18804,497887,345263,326459
2015-07-08,18804,497915,345291,326487
2015-07-09,18806,497932,345306,326500
2015-07-10,18810,497961,345320,326510
2015-07-13,18817,498133,345364,326547
2015-07-14,18823,498178,345400,326577
2015-07-15,18832,498215,345426,326594
2015-07-16,18837,498375,345473,326636
2015-07-17,18837,498389,345487,326650
2015-07-20,18841,498412,345506,326665
2015-07-21,18844,498426,345516,326672
2015-07-22,18867,498698,345555,326688
2015-07-23,18872,498726,345573,326701
2015-07-24,18875,498787,345580,326705
2015-07-27,18877,498835,345602,326725
2015-07-28,18879,498880,345612,326733
2015-07-29,18883,498944,345640,326757
2015-07-30,18910,499049,345680,326770
2015-07-31,18910,499058,345689,326779
2015-08-01,18911,499061,345690,326779
2015-08-03,18931,499195,345716,326785
2015-08-04,18935,499216,345733,326798
2015-08-05,18938,499231,345741,326803
2015-08-06,18954,499293,345776,326822
2015-08-07,18956,499300,345781,326825
2015-08-09,18956,499302,345783,326827
2015-08-10,18982,499384,345822,326840
2015-08-11,18993,499450,345852,326859
2015-08-12,19005,499552,345895,326890
2015-08-13,20306,530124,347292,326986
2015-08-14,20317,530174,347318,327001
2015-08-17,20319,530190,347332,327013
2015-08-18,20326,530237,347359,327033
2015-08-19,20334,530285,347386,327052
2015-08-20,20339,530317,347412,327073
2015-08-21,20349,530351,347429,327080
2015-08-24,20357,530381,347449,327092
2015-08-25,20364,530449,347471,327107
2015-08-26,20364,530454,347476,327112
2015-08-27,20364,530459,347481,327117
2015-08-28,20364,530462,347484,327120
2015-09-02,20365,530470,347491,327126
2015-09-03,20379,530509,347510,327131
2015-09-04,20381,530526,347523,327142
2015-09-07,20382,530543,347538,327156
2015-09-08,20389,530565,347551,327162
2015-09-09,20398,530591,347568,327170
2015-09-10,20408,530646,347608,327200
2015-09-11,20412,530677,347634,327222
2015-09-14,20412,530681,347638,327226
2015-09-15,20413,530684,347640,327227
2015-09-16,20414,530690,347645,327231
2015-09-17,20423,530721,347661,327238
2015-09-18,20423,530741,347681,327258
2015-09-21,20425,530746,347684,327259
2015-09-22,20425,530902,347840,327415
2015-09-23,20426,530923,347860,327434
2015-09-24,20427,530935,347870,327443
2015-09-25,20428,530955,347885,327457
2015-09-28,20429,530990,347901,327472
2015-09-29,20431,531011,347920,327489
2015-09-30,20434,531038,347934,327500
2015-10-01,20437,531081,347972,327535
2015-10-02,20437,531111,348002,327565
2015-10-05,20440,531128,348016,327576
2015-10-06,20442,531136,348022,327580
2015-10-07,20442,531144,348030,327588
2015-10-08,20448,531464,348230,327782
2015-10-09,20458,531629,348256,327798
2015-10-12,20461,531656,348280,327819
2015-10-13,20463,531692,348291,327828
2015-10-14,20464,532561,349159,328695
2015-10-15,20466,532581,349177,328711
2015-10-20,20466,532597,349193,328727
2015-10-21,20577,536718,349355,328778
2015-10-22,20578,536738,349374,328796
2015-10-23,20580,536757,349389,328809
2015-10-26,20588,536798,349406,328818
2015-10-27,20588,536817,349425,328837
2015-10-28,20596,536854,349449,328853
2015-10-29,20596,536858,349453,328857
2015-10-30,20598,536864,349457,328859
2015-10-31,20598,536865,349458,328860
2015-11-02,20601,536892,349472,328871
2015-11-03,20602,536913,349492,328890
2015-11-04,20607,536947,349518,328911
2015-11-05,20607,536952,349523,328916
2015-11-06,20608,536968,349534,328926
2015-11-09,20618,537296,349562,328944
2015-11-10,20720,544296,349673,328953
2015-11-11,20728,544329,349692,328964
2015-11-12,20733,544359,349717,328984
2015-11-16,20733,544365,349723,328990
2015-11-17,20734,544371,349727,328993
2015-11-18,20734,544372,349728,328994
2015-11-19,20734,544381,349737,329003
2015-11-20,20734,544394,349750,329016
2015-11-23,20739,544442,349768,329029
2015-11-24,20744,544628,349946,329202
2015-11-25,20761,544685,349978,329217
2015-11-26,20768,544742,349998,329230
2015-11-27,20774,544770,350006,329232
2015-11-30,20782,544880,350028,329246
2015-12-01,20788,544903,350044,329256
2015-12-02,20789,544909,350048,329259
2015-12-04,20791,544929,350064,329273
2015-12-07,20792,544931,350065,329273
2015-12-08,20792,544932,350066,329274
2015-12-09,20793,544942,350072,329279
2015-12-10,20793,544948,350078,329285
2015-12-11,20795,544959,350087,329292
2015-12-14,20795,544967,350095,329300
2015-12-15,20796,545519,350646,329850
2015-12-16,20797,545523,350647,329850
2015-12-17,20797,545529,350653,329856
2015-12-18,20801,545553,350657,329856
2015-12-21,20803,545563,350663,329860
2016-01-04,20806,545716,350678,329872
2016-01-05,20806,545724,350686,329880
2016-01-06,20806,545740,350702,329896
2016-01-07,20811,545775,350732,329921
2016-01-08,20815,545838,350766,329951
2016-01-09,20815,545841,350769,329954
2016-01-11,20819,545879,350801,329982
2016-01-12,20819,545894,350816,329997
2016-01-13,20826,545941,350853,330027
2016-01-14,20830,546023,350919,330089
2016-01-15,20832,546036,350926,330094
2016-01-18,20832,546040,350930,330098
2016-01-20,20840,546077,350959,330119
2016-01-21,20850,546123,350991,330141
2016-01-22,20852,546135,351001,330149
2016-01-25,20855,546162,351025,330170
2016-01-26,20857,546201,351062,330205
2016-01-27,20860,546283,351141,330281
2016-01-28,20861,546347,351204,330343
2016-01-29,20861,546390,351247,330386
2016-02-01,20863,546429,351257,330394
2016-02-02,20868,546497,351263,330395
2016-02-03,20870,547683,351909,331039
2016-02-04,20870,552573,356799,335929
2016-02-05,20874,552585,356807,335933
2016-02-08,20874,552588,356810,335936
2016-02-09,20928,553376,356915,335987
2016-02-10,20930,553390,356927,335997
2016-02-11,20947,553913,357256,336309
2016-02-12,20948,553919,357261,336313
2016-02-15,20955,553977,357290,336335
2016-02-16,20982,554127,357347,336365
2016-02-17,20991,554190,357384,336393
2016-02-18,21007,554336,357409,336402
2016-02-19,21015,554456,357504,336489
2016-02-22,21017,554475,357520,336503
2016-02-23,21021,554647,357546,336525
2016-02-24,21024,557125,357554,336530
2016-02-25,21027,557422,357571,336544
2016-02-26,21028,557449,357597,336569
2016-02-29,21030,557469,357615,336585
2016-03-01,21034,557686,357626,336592
2016-03-02,21042,557741,357650,336608
2016-03-03,21045,557753,357659,336614
2016-03-04,21048,557774,357676,336628
2016-03-07,21052,557802,357700,336648
2016-03-08,21062,557857,357717,336655
2016-03-09,21063,557906,357728,336665
